seqn,svy_day,in_weekday,drank_water,drday,if_winter,age,gender,pir
40352,1,weekday,not drank water,4,not in winter,20,Male,2.5599999
40352,2,weekend,not drank water,1,not in winter,20,Male,2.5599999
40353,1,weekday,has drank water,6,not in winter,66,Male,2.4200001
40353,2,weekday,has drank water,3,not in winter,66,Male,2.4200001
40354,1,weekend,not drank water,7,not in winter,5,Male,4.25
40354,2,weekday,not drank water,4,not in winter,5,Male,4.25
40355,1,weekday,has drank water,2,in winter,21,Female,1.0599999
40355,2,weekday,has drank water,3,in winter,21,Female,1.0599999
40356,1,weekend,has drank water,7,in winter,48,Male,3.73
40356,2,weekend,has drank water,1,in winter,48,Male,3.73
40357,1,weekday,not drank water,4,not in winter,0,Female,1.39
40357,2,weekday,not drank water,2,not in winter,0,Female,1.39
40358,1,weekday,has drank water,6,not in winter,63,Female,1.22
40358,2,weekday,has drank water,4,not in winter,63,Female,1.22
40359,1,weekend,has drank water,7,in winter,8,Female,4.0100002
40359,2,weekend,has drank water,1,in winter,8,Female,4.0100002
40360,1,weekend,has drank water,7,in winter,18,Male,3.3599999
40360,2,,,,in winter,18,Male,3.3599999
40361,1,weekday,has drank water,2,in winter,15,Female,3.4000001
40361,2,weekday,has drank water,6,in winter,15,Female,3.4000001
40362,1,weekday,has drank water,6,not in winter,18,Male,.86000001
40362,2,weekday,has drank water,4,not in winter,18,Male,.86000001
40363,1,weekday,has drank water,5,not in winter,62,Female,5
40363,2,weekday,has drank water,4,not in winter,62,Female,5
40364,1,weekday,has drank water,3,in winter,52,Male,4.6900001
40364,2,weekend,has drank water,1,in winter,52,Male,4.6900001
40365,1,weekday,has drank water,2,not in winter,0,Male,1.77
40365,2,weekday,not drank water,5,not in winter,0,Male,1.77
40366,1,weekday,has drank water,5,not in winter,12,Male,3.6300001
40366,2,weekday,has drank water,2,not in winter,12,Male,3.6300001
40368,1,weekend,not drank water,7,not in winter,16,Female,1.49
40368,2,weekend,not drank water,1,not in winter,16,Female,1.49
40369,1,weekday,not drank water,5,not in winter,67,Male,2.27
40369,2,weekday,not drank water,4,not in winter,67,Male,2.27
40370,1,weekday,not drank water,4,in winter,48,Male,5
40370,2,weekday,not drank water,3,in winter,48,Male,5
40371,1,weekend,has drank water,7,not in winter,13,Male,3.1099999
40371,2,weekday,has drank water,4,not in winter,13,Male,3.1099999
40372,1,weekend,not drank water,7,not in winter,8,Male,1.22
40372,2,weekday,has drank water,4,not in winter,8,Male,1.22
40373,1,weekday,not drank water,4,not in winter,43,Male,.41
40373,2,weekday,has drank water,6,not in winter,43,Male,.41
40374,1,weekday,has drank water,4,in winter,5,Female,.50999999
40374,2,,,,in winter,5,Female,.50999999
40375,1,weekend,not drank water,1,not in winter,2,Female,2.3800001
40375,2,weekday,not drank water,2,not in winter,2,Female,2.3800001
40376,1,weekday,has drank water,3,in winter,0,Female,.88999999
40376,2,weekday,has drank water,2,in winter,0,Female,.88999999
40377,1,weekday,not drank water,2,in winter,18,Male,
40377,2,weekday,not drank water,6,in winter,18,Male,
40378,1,weekday,has drank water,2,not in winter,34,Male,.64999998
40378,2,weekday,has drank water,4,not in winter,34,Male,.64999998
40379,1,,,,in winter,6,Male,1.09
40379,2,,,,in winter,6,Male,1.09
40380,1,weekday,has drank water,5,in winter,70,Female,.83999997
40380,2,weekend,has drank water,1,in winter,70,Female,.83999997
40381,1,weekday,has drank water,6,in winter,34,Female,5
40381,2,weekday,has drank water,4,in winter,34,Female,5
40382,1,weekday,has drank water,6,not in winter,83,Male,3.55
40382,2,weekday,has drank water,2,not in winter,83,Male,3.55
40383,1,weekday,not drank water,5,not in winter,63,Female,1.03
40383,2,weekend,not drank water,1,not in winter,63,Female,1.03
40384,1,weekday,has drank water,4,in winter,34,Female,2
40384,2,weekend,has drank water,1,in winter,34,Female,2
40385,1,weekday,not drank water,3,in winter,0,Female,4.6999998
40385,2,weekend,has drank water,1,in winter,0,Female,4.6999998
40386,1,weekday,has drank water,5,not in winter,56,Female,3.73
40386,2,weekday,has drank water,2,not in winter,56,Female,3.73
40387,1,weekday,,3,not in winter,70,Male,.73000002
40387,2,,,,not in winter,70,Male,.73000002
40388,1,weekend,not drank water,7,not in winter,22,Male,1.1900001
40388,2,,,,not in winter,22,Male,1.1900001
40389,1,weekday,has drank water,5,not in winter,71,Male,1.14
40389,2,weekday,has drank water,2,not in winter,71,Male,1.14
40390,1,weekday,not drank water,6,not in winter,16,Female,5
40390,2,weekday,not drank water,2,not in winter,16,Female,5
40391,1,weekend,has drank water,7,not in winter,69,Male,.87
40391,2,weekday,has drank water,6,not in winter,69,Male,.87
40392,1,weekday,not drank water,6,not in winter,12,Female,2.5799999
40392,2,weekday,has drank water,2,not in winter,12,Female,2.5799999
40393,1,weekday,not drank water,6,in winter,4,Male,3.6199999
40393,2,weekend,has drank water,1,in winter,4,Male,3.6199999
40394,1,weekday,,6,in winter,11,Male,
40394,2,,,,in winter,11,Male,
40395,1,weekday,has drank water,6,not in winter,18,Male,1.08
40395,2,weekend,not drank water,1,not in winter,18,Male,1.08
40396,1,weekend,not drank water,1,in winter,62,Female,.50999999
40396,2,weekday,not drank water,4,in winter,62,Female,.50999999
40397,1,weekday,has drank water,4,in winter,23,Female,0
40397,2,weekend,has drank water,1,in winter,23,Female,0
40398,1,weekend,not drank water,1,not in winter,56,Male,2.8800001
40398,2,weekday,has drank water,6,not in winter,56,Male,2.8800001
40399,1,weekday,has drank water,2,not in winter,85,Male,4.02
40399,2,weekend,has drank water,1,not in winter,85,Male,4.02
40400,1,weekend,has drank water,7,in winter,69,Female,2.3299999
40400,2,weekday,not drank water,3,in winter,69,Female,2.3299999
40401,1,weekday,has drank water,6,not in winter,6,Female,4.6599998
40401,2,weekday,has drank water,3,not in winter,6,Female,4.6599998
40402,1,,,,in winter,40,Male,5
40402,2,,,,in winter,40,Male,5
40403,1,weekday,has drank water,6,not in winter,17,Female,.99000001
40403,2,weekday,not drank water,6,not in winter,17,Female,.99000001
40404,1,weekday,has drank water,6,not in winter,40,Female,3.4200001
40404,2,weekday,has drank water,2,not in winter,40,Female,3.4200001
40405,1,weekend,not drank water,1,not in winter,5,Male,.50999999
40405,2,weekday,not drank water,6,not in winter,5,Male,.50999999
40406,1,weekday,has drank water,6,not in winter,25,Female,.67000002
40406,2,weekday,has drank water,4,not in winter,25,Female,.67000002
40407,1,weekend,has drank water,7,not in winter,0,Male,.47999999
40407,2,weekday,has drank water,4,not in winter,0,Male,.47999999
40408,1,weekday,has drank water,5,in winter,49,Male,3.98
40408,2,weekday,has drank water,2,in winter,49,Male,3.98
40409,1,weekend,has drank water,7,in winter,40,Female,5
40409,2,weekday,has drank water,4,in winter,40,Female,5
40410,1,weekday,not drank water,5,in winter,77,Male,2.6500001
40410,2,weekday,has drank water,6,in winter,77,Male,2.6500001
40411,1,weekend,has drank water,1,not in winter,17,Male,3.79
40411,2,weekday,has drank water,3,not in winter,17,Male,3.79
40412,1,weekday,has drank water,6,not in winter,3,Female,2.8
40412,2,weekday,,4,not in winter,3,Female,2.8
40413,1,weekday,not drank water,5,not in winter,3,Male,.77999997
40413,2,weekday,not drank water,3,not in winter,3,Male,.77999997
40414,1,weekday,not drank water,6,in winter,18,Female,.31
40414,2,weekday,not drank water,3,in winter,18,Female,.31
40415,1,weekday,not drank water,5,not in winter,4,Female,.16
40415,2,weekend,not drank water,1,not in winter,4,Female,.16
40416,1,weekend,has drank water,1,not in winter,16,Female,.51999998
40416,2,weekday,has drank water,2,not in winter,16,Female,.51999998
40417,1,weekday,has drank water,4,not in winter,21,Female,5
40417,2,weekend,has drank water,1,not in winter,21,Female,5
40418,1,weekday,not drank water,5,in winter,8,Male,2.5699999
40418,2,weekday,has drank water,3,in winter,8,Male,2.5699999
40419,1,weekday,has drank water,6,not in winter,14,Male,.77999997
40419,2,,,,not in winter,14,Male,.77999997
40420,1,weekday,has drank water,6,in winter,25,Female,.58999997
40420,2,weekday,has drank water,4,in winter,25,Female,.58999997
40421,1,weekend,has drank water,1,in winter,40,Female,1.87
40421,2,weekday,has drank water,2,in winter,40,Female,1.87
40422,1,weekday,has drank water,2,not in winter,61,Female,2.3
40422,2,weekday,has drank water,6,not in winter,61,Female,2.3
40423,1,weekday,has drank water,6,not in winter,61,Female,2.04
40423,2,weekday,has drank water,5,not in winter,61,Female,2.04
40424,1,weekend,has drank water,1,not in winter,12,Female,1.92
40424,2,weekend,has drank water,1,not in winter,12,Female,1.92
40425,1,weekday,has drank water,2,in winter,82,Male,.73000002
40425,2,,,,in winter,82,Male,.73000002
40426,1,,,,not in winter,4,Male,1.03
40426,2,,,,not in winter,4,Male,1.03
40427,1,weekday,not drank water,3,in winter,24,Male,1.99
40427,2,weekday,not drank water,2,in winter,24,Male,1.99
40428,1,weekend,has drank water,1,in winter,9,Female,3.6300001
40428,2,weekday,not drank water,4,in winter,9,Female,3.6300001
40429,1,weekday,not drank water,3,not in winter,21,Male,1.17
40429,2,,,,not in winter,21,Male,1.17
40430,1,weekday,has drank water,3,in winter,13,Female,3.3599999
40430,2,weekday,not drank water,6,in winter,13,Female,3.3599999
40431,1,weekday,has drank water,3,not in winter,34,Male,2.49
40431,2,weekend,has drank water,1,not in winter,34,Male,2.49
40432,1,,,,not in winter,81,Female,.89999998
40432,2,,,,not in winter,81,Female,.89999998
40433,1,weekday,has drank water,6,not in winter,22,Male,2.0899999
40433,2,,,,not in winter,22,Male,2.0899999
40434,1,weekend,has drank water,7,not in winter,38,Male,4.1300001
40434,2,weekday,has drank water,2,not in winter,38,Male,4.1300001
40435,1,weekday,has drank water,6,in winter,51,Male,5
40435,2,weekday,has drank water,2,in winter,51,Male,5
40436,1,weekday,has drank water,5,not in winter,23,Male,5
40436,2,weekday,has drank water,2,not in winter,23,Male,5
40437,1,weekday,has drank water,6,in winter,6,Male,1.66
40437,2,weekday,not drank water,4,in winter,6,Male,1.66
40438,1,weekday,has drank water,6,not in winter,3,Female,1.11
40438,2,weekday,has drank water,4,not in winter,3,Female,1.11
40439,1,weekday,has drank water,4,not in winter,31,Male,4.0999999
40439,2,weekend,has drank water,1,not in winter,31,Male,4.0999999
40440,1,weekend,has drank water,1,in winter,12,Female,
40440,2,weekday,has drank water,2,in winter,12,Female,
40441,1,weekday,has drank water,6,not in winter,16,Female,4.1300001
40441,2,weekday,has drank water,2,not in winter,16,Female,4.1300001
40442,1,weekday,has drank water,6,in winter,12,Male,4.5500002
40442,2,weekday,not drank water,4,in winter,12,Male,4.5500002
40443,1,weekday,has drank water,5,in winter,10,Female,2.8
40443,2,weekday,has drank water,3,in winter,10,Female,2.8
40444,1,weekday,has drank water,6,not in winter,24,Female,2.9000001
40444,2,weekday,has drank water,2,not in winter,24,Female,2.9000001
40445,1,weekday,not drank water,5,in winter,19,Female,1.29
40445,2,weekday,has drank water,3,in winter,19,Female,1.29
40446,1,weekday,has drank water,6,in winter,32,Male,4.8299999
40446,2,weekday,has drank water,2,in winter,32,Male,4.8299999
40447,1,weekday,,4,in winter,74,Male,
40447,2,,,,in winter,74,Male,
40448,1,weekend,has drank water,7,not in winter,1,Female,1.7
40448,2,,,,not in winter,1,Female,1.7
40449,1,weekend,not drank water,1,in winter,1,Male,1.4400001
40449,2,weekday,has drank water,6,in winter,1,Male,1.4400001
40451,1,weekday,has drank water,3,not in winter,18,Male,3.73
40451,2,weekday,has drank water,3,not in winter,18,Male,3.73
40452,1,weekday,has drank water,6,not in winter,40,Male,3.4200001
40452,2,weekday,has drank water,3,not in winter,40,Male,3.4200001
40453,1,weekend,has drank water,7,in winter,14,Female,.97000003
40453,2,weekday,not drank water,3,in winter,14,Female,.97000003
40454,1,weekend,has drank water,1,not in winter,51,Female,.94999999
40454,2,weekday,has drank water,4,not in winter,51,Female,.94999999
40455,1,weekday,not drank water,5,in winter,9,Male,1.1900001
40455,2,weekend,has drank water,1,in winter,9,Male,1.1900001
40456,1,weekday,not drank water,6,in winter,7,Female,1.1900001
40456,2,weekend,has drank water,7,in winter,7,Female,1.1900001
40457,1,weekday,has drank water,6,in winter,10,Male,.80000001
40457,2,weekday,not drank water,2,in winter,10,Male,.80000001
40458,1,weekday,has drank water,6,in winter,13,Female,4.9099998
40458,2,weekday,has drank water,2,in winter,13,Female,4.9099998
40459,1,weekday,not drank water,3,not in winter,54,Male,5
40459,2,weekday,has drank water,2,not in winter,54,Male,5
40460,1,weekday,has drank water,6,not in winter,45,Female,2.8900001
40460,2,weekday,has drank water,4,not in winter,45,Female,2.8900001
40461,1,weekday,has drank water,5,not in winter,82,Female,5
40461,2,weekday,has drank water,2,not in winter,82,Female,5
40462,1,weekday,has drank water,3,in winter,81,Female,5
40462,2,weekday,has drank water,2,in winter,81,Female,5
40463,1,weekday,not drank water,6,in winter,13,Male,3.6300001
40463,2,weekday,not drank water,3,in winter,13,Male,3.6300001
40464,1,weekday,has drank water,6,in winter,19,Female,.63
40464,2,weekday,has drank water,4,in winter,19,Female,.63
40465,1,weekday,has drank water,4,not in winter,26,Female,1.61
40465,2,weekend,has drank water,1,not in winter,26,Female,1.61
40466,1,weekday,has drank water,3,in winter,8,Female,4.2199998
40466,2,weekday,has drank water,6,in winter,8,Female,4.2199998
40467,1,weekday,has drank water,3,in winter,25,Female,1.99
40467,2,weekday,has drank water,2,in winter,25,Female,1.99
40468,1,weekday,has drank water,6,in winter,14,Male,1.75
40468,2,weekday,has drank water,2,in winter,14,Male,1.75
40469,1,weekday,has drank water,6,not in winter,16,Female,.94999999
40469,2,weekend,has drank water,1,not in winter,16,Female,.94999999
40470,1,weekend,has drank water,1,not in winter,9,Female,.20999999
40470,2,,,,not in winter,9,Female,.20999999
40471,1,weekend,not drank water,1,in winter,26,Male,1.25
40471,2,weekend,not drank water,7,in winter,26,Male,1.25
40472,1,weekend,not drank water,7,in winter,18,Male,2.48
40472,2,weekday,not drank water,3,in winter,18,Male,2.48
40473,1,weekend,has drank water,1,in winter,9,Female,2.1400001
40473,2,weekday,has drank water,6,in winter,9,Female,2.1400001
40474,1,weekday,not drank water,6,in winter,55,Male,1.25
40474,2,weekday,not drank water,2,in winter,55,Male,1.25
40475,1,weekday,has drank water,6,not in winter,51,Female,.82999998
40475,2,weekday,has drank water,2,not in winter,51,Female,.82999998
40476,1,weekday,has drank water,2,not in winter,25,Female,.56
40476,2,,,,not in winter,25,Female,.56
40477,1,weekday,not drank water,4,in winter,13,Male,.62
40477,2,weekend,not drank water,1,in winter,13,Male,.62
40478,1,weekday,has drank water,3,in winter,2,Male,.51999998
40478,2,weekday,has drank water,2,in winter,2,Male,.51999998
40479,1,weekday,has drank water,6,not in winter,4,Male,5
40479,2,weekday,has drank water,4,not in winter,4,Male,5
40481,1,weekend,has drank water,7,not in winter,36,Male,4.27
40481,2,weekday,has drank water,4,not in winter,36,Male,4.27
40482,1,weekend,has drank water,1,in winter,12,Male,1.0700001
40482,2,weekday,has drank water,6,in winter,12,Male,1.0700001
40483,1,weekday,has drank water,6,not in winter,24,Male,5
40483,2,weekday,has drank water,4,not in winter,24,Male,5
40484,1,weekend,has drank water,7,not in winter,10,Male,5
40484,2,weekday,has drank water,4,not in winter,10,Male,5
40485,1,weekday,has drank water,6,in winter,69,Female,1.64
40485,2,weekday,has drank water,3,in winter,69,Female,1.64
40486,1,weekend,not drank water,1,not in winter,18,Male,
40486,2,,,,not in winter,18,Male,
40487,1,weekend,not drank water,1,in winter,5,Female,3.75
40487,2,weekday,has drank water,2,in winter,5,Female,3.75
40488,1,weekday,not drank water,6,in winter,15,Male,2.5599999
40488,2,weekday,has drank water,2,in winter,15,Male,2.5599999
40489,1,weekday,has drank water,6,not in winter,21,Female,5
40489,2,weekday,has drank water,2,not in winter,21,Female,5
40490,1,weekday,has drank water,3,not in winter,36,Female,2.6500001
40490,2,weekday,has drank water,6,not in winter,36,Female,2.6500001
40491,1,weekend,has drank water,7,in winter,9,Female,1.24
40491,2,weekday,has drank water,3,in winter,9,Female,1.24
40492,1,weekend,has drank water,1,not in winter,41,Male,0
40492,2,weekday,not drank water,2,not in winter,41,Male,0
40493,1,weekend,has drank water,7,in winter,8,Male,.99000001
40493,2,weekday,has drank water,4,in winter,8,Male,.99000001
40494,1,weekday,has drank water,4,not in winter,5,Female,.69
40494,2,weekend,has drank water,1,not in winter,5,Female,.69
40495,1,weekend,not drank water,7,not in winter,0,Female,5
40495,2,weekday,has drank water,4,not in winter,0,Female,5
40496,1,weekday,has drank water,2,not in winter,17,Male,2.3299999
40496,2,weekend,has drank water,1,not in winter,17,Male,2.3299999
40497,1,weekend,has drank water,7,in winter,15,Female,3.4300001
40497,2,weekday,has drank water,3,in winter,15,Female,3.4300001
40498,1,weekday,not drank water,6,in winter,7,Male,.94999999
40498,2,weekday,has drank water,2,in winter,7,Male,.94999999
40499,1,weekend,has drank water,7,in winter,9,Female,.34
40499,2,weekday,has drank water,4,in winter,9,Female,.34
40500,1,weekday,has drank water,2,not in winter,5,Female,.28999999
40500,2,weekday,has drank water,3,not in winter,5,Female,.28999999
40501,1,weekday,not drank water,6,in winter,20,Female,1.25
40501,2,weekday,not drank water,4,in winter,20,Female,1.25
40502,1,weekend,has drank water,1,not in winter,23,Female,2.55
40502,2,weekday,has drank water,4,not in winter,23,Female,2.55
40503,1,weekend,has drank water,7,in winter,12,Male,.67000002
40503,2,weekday,not drank water,3,in winter,12,Male,.67000002
40504,1,weekend,has drank water,7,not in winter,2,Male,1.88
40504,2,weekday,not drank water,6,not in winter,2,Male,1.88
40505,1,weekday,not drank water,5,in winter,19,Male,1.1799999
40505,2,weekday,has drank water,3,in winter,19,Male,1.1799999
40506,1,weekday,has drank water,6,in winter,32,Male,2.8299999
40506,2,weekday,has drank water,2,in winter,32,Male,2.8299999
40507,1,weekend,has drank water,7,in winter,18,Female,.050000001
40507,2,weekday,has drank water,4,in winter,18,Female,.050000001
40508,1,weekend,not drank water,1,not in winter,11,Female,.64999998
40508,2,weekday,not drank water,4,not in winter,11,Female,.64999998
40509,1,weekend,not drank water,7,not in winter,14,Female,2.5
40509,2,weekday,has drank water,4,not in winter,14,Female,2.5
40510,1,weekday,has drank water,5,not in winter,23,Female,4.2199998
40510,2,,,,not in winter,23,Female,4.2199998
40511,1,,,,not in winter,47,Male,4.5599999
40511,2,,,,not in winter,47,Male,4.5599999
40512,1,weekday,has drank water,3,not in winter,30,Male,2.72
40512,2,,,,not in winter,30,Male,2.72
40513,1,weekend,not drank water,7,in winter,27,Female,4.9699998
40513,2,weekend,not drank water,1,in winter,27,Female,4.9699998
40514,1,weekend,has drank water,1,in winter,45,Female,3.55
40514,2,weekday,has drank water,5,in winter,45,Female,3.55
40515,1,weekend,has drank water,7,in winter,73,Male,1.02
40515,2,weekday,has drank water,3,in winter,73,Male,1.02
40516,1,weekend,has drank water,7,in winter,0,Female,
40516,2,weekend,has drank water,1,in winter,0,Female,
40517,1,weekday,has drank water,6,not in winter,30,Female,1.29
40517,2,weekday,has drank water,3,not in winter,30,Female,1.29
40518,1,weekday,has drank water,6,not in winter,62,Female,3.74
40518,2,weekday,has drank water,2,not in winter,62,Female,3.74
40519,1,weekday,not drank water,2,not in winter,35,Male,5
40519,2,weekend,not drank water,1,not in winter,35,Male,5
40520,1,weekend,not drank water,7,in winter,85,Female,1.0700001
40520,2,weekday,not drank water,3,in winter,85,Female,1.0700001
40521,1,weekend,has drank water,1,not in winter,3,Female,1.45
40521,2,weekday,not drank water,3,not in winter,3,Female,1.45
40522,1,weekday,has drank water,3,in winter,11,Female,.47999999
40522,2,weekday,not drank water,6,in winter,11,Female,.47999999
40523,1,weekend,has drank water,1,in winter,67,Male,5
40523,2,weekday,has drank water,5,in winter,67,Male,5
40524,1,weekend,has drank water,1,in winter,60,Female,
40524,2,weekday,has drank water,5,in winter,60,Female,
40525,1,weekday,not drank water,6,in winter,11,Male,2.4100001
40525,2,,,,in winter,11,Male,2.4100001
40526,1,weekday,has drank water,6,in winter,9,Female,1.1900001
40526,2,weekend,has drank water,7,in winter,9,Female,1.1900001
40527,1,weekday,has drank water,3,not in winter,10,Male,5
40527,2,weekday,has drank water,6,not in winter,10,Male,5
40528,1,weekend,not drank water,1,not in winter,27,Male,.94999999
40528,2,weekday,not drank water,4,not in winter,27,Male,.94999999
40529,1,weekday,has drank water,5,in winter,0,Male,4.52
40529,2,weekend,has drank water,1,in winter,0,Male,4.52
40530,1,weekend,has drank water,1,not in winter,24,Female,.050000001
40530,2,weekday,has drank water,6,not in winter,24,Female,.050000001
40531,1,weekday,has drank water,6,in winter,69,Female,1.25
40531,2,,,,in winter,69,Female,1.25
40532,1,weekend,has drank water,1,not in winter,41,Female,3.3599999
40532,2,weekday,has drank water,5,not in winter,41,Female,3.3599999
40533,1,weekend,not drank water,7,not in winter,31,Female,1.12
40533,2,weekday,not drank water,3,not in winter,31,Female,1.12
40534,1,weekday,has drank water,5,in winter,45,Male,5
40534,2,weekend,has drank water,1,in winter,45,Male,5
40535,1,weekend,not drank water,1,not in winter,6,Male,2.1400001
40535,2,weekday,not drank water,6,not in winter,6,Male,2.1400001
40536,1,weekday,not drank water,4,in winter,18,Male,.18000001
40536,2,weekend,not drank water,1,in winter,18,Male,.18000001
40537,1,weekday,has drank water,4,not in winter,3,Male,.5
40537,2,,,,not in winter,3,Male,.5
40538,1,weekend,has drank water,7,in winter,11,Male,.54000002
40538,2,weekday,has drank water,6,in winter,11,Male,.54000002
40539,1,weekend,has drank water,1,in winter,9,Female,3.4200001
40539,2,weekday,has drank water,4,in winter,9,Female,3.4200001
40540,1,weekday,not drank water,3,in winter,82,Male,3.6400001
40540,2,,,,in winter,82,Male,3.6400001
40541,1,weekend,has drank water,7,in winter,15,Female,1.09
40541,2,weekday,has drank water,4,in winter,15,Female,1.09
40542,1,weekend,has drank water,7,in winter,11,Female,1.54
40542,2,weekday,has drank water,2,in winter,11,Female,1.54
40543,1,weekday,not drank water,5,not in winter,11,Male,5
40543,2,weekday,has drank water,3,not in winter,11,Male,5
40544,1,weekday,has drank water,6,in winter,50,Male,3.0899999
40544,2,weekday,has drank water,4,in winter,50,Male,3.0899999
40545,1,weekday,has drank water,3,in winter,78,Female,3.03
40545,2,weekday,has drank water,2,in winter,78,Female,3.03
40546,1,weekend,has drank water,7,not in winter,13,Female,.5
40546,2,weekday,has drank water,3,not in winter,13,Female,.5
40547,1,weekday,not drank water,4,in winter,5,Male,3.8499999
40547,2,weekend,not drank water,1,in winter,5,Male,3.8499999
40548,1,weekday,has drank water,5,not in winter,64,Female,1.89
40548,2,weekday,has drank water,2,not in winter,64,Female,1.89
40549,1,weekend,not drank water,7,in winter,29,Male,1.2
40549,2,weekday,not drank water,4,in winter,29,Male,1.2
40550,1,weekday,has drank water,6,in winter,14,Female,3.8800001
40550,2,weekday,has drank water,3,in winter,14,Female,3.8800001
40551,1,weekend,has drank water,7,in winter,65,Male,1.39
40551,2,weekday,has drank water,2,in winter,65,Male,1.39
40552,1,weekend,not drank water,7,not in winter,0,Female,.75
40552,2,weekday,not drank water,3,not in winter,0,Female,.75
40553,1,weekday,not drank water,2,in winter,0,Female,1.28
40553,2,weekday,has drank water,4,in winter,0,Female,1.28
40554,1,weekday,has drank water,2,in winter,19,Male,1.09
40554,2,weekend,has drank water,7,in winter,19,Male,1.09
40555,1,weekend,has drank water,7,in winter,15,Male,1.24
40555,2,weekday,has drank water,4,in winter,15,Male,1.24
40556,1,weekend,has drank water,1,not in winter,10,Male,.37
40556,2,weekday,has drank water,2,not in winter,10,Male,.37
40557,1,weekday,has drank water,5,not in winter,58,Female,5
40557,2,weekday,has drank water,4,not in winter,58,Female,5
40558,1,weekday,has drank water,3,not in winter,18,Male,2.45
40558,2,weekend,has drank water,1,not in winter,18,Male,2.45
40559,1,weekday,has drank water,5,in winter,24,Female,
40559,2,weekday,has drank water,3,in winter,24,Female,
40560,1,weekday,has drank water,6,in winter,17,Female,4.3499999
40560,2,weekday,has drank water,3,in winter,17,Female,4.3499999
40561,1,weekday,has drank water,6,not in winter,54,Male,5
40561,2,weekday,has drank water,4,not in winter,54,Male,5
40562,1,weekday,has drank water,5,not in winter,1,Male,.89999998
40562,2,weekday,,4,not in winter,1,Male,.89999998
40563,1,weekday,has drank water,5,in winter,70,Male,3.74
40563,2,weekday,has drank water,4,in winter,70,Male,3.74
40564,1,weekend,has drank water,7,in winter,26,Male,.98000002
40564,2,weekend,has drank water,1,in winter,26,Male,.98000002
40565,1,weekday,has drank water,2,in winter,8,Female,.38999999
40565,2,weekend,not drank water,1,in winter,8,Female,.38999999
40566,1,weekday,has drank water,6,in winter,17,Male,5
40566,2,weekday,not drank water,2,in winter,17,Male,5
40567,1,weekday,,6,in winter,0,Male,2.96
40567,2,weekday,,2,in winter,0,Male,2.96
40568,1,weekend,not drank water,7,not in winter,3,Male,4.4200001
40568,2,weekday,not drank water,4,not in winter,3,Male,4.4200001
40569,1,weekday,has drank water,6,not in winter,45,Female,1.72
40569,2,weekday,has drank water,4,not in winter,45,Female,1.72
40570,1,weekday,has drank water,5,not in winter,75,Female,3.4100001
40570,2,weekday,has drank water,6,not in winter,75,Female,3.4100001
40571,1,weekday,has drank water,6,not in winter,13,Female,2.5599999
40571,2,weekend,not drank water,1,not in winter,13,Female,2.5599999
40572,1,weekend,not drank water,7,not in winter,19,Male,1.74
40572,2,weekday,has drank water,4,not in winter,19,Male,1.74
40573,1,weekday,has drank water,3,in winter,83,Female,3.9400001
40573,2,weekend,has drank water,1,in winter,83,Female,3.9400001
40574,1,weekday,has drank water,6,not in winter,47,Female,4
40574,2,weekday,has drank water,3,not in winter,47,Female,4
40575,1,weekday,has drank water,5,not in winter,85,Male,2.45
40575,2,weekday,has drank water,4,not in winter,85,Male,2.45
40576,1,weekday,not drank water,6,in winter,18,Female,.1
40576,2,weekday,not drank water,3,in winter,18,Female,.1
40577,1,weekday,has drank water,6,in winter,3,Female,1.71
40577,2,weekend,has drank water,1,in winter,3,Female,1.71
40578,1,weekday,has drank water,3,in winter,9,Female,5
40578,2,weekday,not drank water,2,in winter,9,Female,5
40579,1,weekend,has drank water,7,not in winter,37,Male,5
40579,2,weekday,has drank water,4,not in winter,37,Male,5
40580,1,weekend,has drank water,1,in winter,2,Female,4.1599998
40580,2,weekday,has drank water,3,in winter,2,Female,4.1599998
40581,1,weekday,has drank water,5,not in winter,19,Male,3.4200001
40581,2,weekday,has drank water,3,not in winter,19,Male,3.4200001
40582,1,weekday,has drank water,2,in winter,32,Male,3.48
40582,2,weekend,has drank water,1,in winter,32,Male,3.48
40583,1,weekday,not drank water,6,not in winter,30,Male,.73000002
40583,2,,,,not in winter,30,Male,.73000002
40584,1,weekday,has drank water,6,not in winter,15,Male,5
40584,2,weekday,has drank water,2,not in winter,15,Male,5
40585,1,weekday,has drank water,6,in winter,61,Male,1.49
40585,2,,,,in winter,61,Male,1.49
40586,1,weekend,not drank water,7,not in winter,15,Female,.31999999
40586,2,weekday,has drank water,4,not in winter,15,Female,.31999999
40587,1,weekday,has drank water,4,not in winter,45,Male,5
40587,2,,,,not in winter,45,Male,5
40588,1,weekend,not drank water,1,not in winter,32,Male,3.6600001
40588,2,weekday,not drank water,3,not in winter,32,Male,3.6600001
40589,1,weekday,has drank water,3,not in winter,35,Male,5
40589,2,weekday,has drank water,2,not in winter,35,Male,5
40590,1,weekend,not drank water,1,in winter,24,Male,5
40590,2,,,,in winter,24,Male,5
40591,1,weekday,has drank water,6,not in winter,48,Male,3.9400001
40591,2,weekday,has drank water,3,not in winter,48,Male,3.9400001
40592,1,weekend,has drank water,7,in winter,40,Female,5
40592,2,weekday,has drank water,5,in winter,40,Female,5
40593,1,weekend,not drank water,7,not in winter,4,Male,
40593,2,weekday,has drank water,5,not in winter,4,Male,
40594,1,weekday,has drank water,6,in winter,17,Female,2.6500001
