seqn,svy_day,in_weekday,drank_water,drday,if_winter,age,gender,pir
36912,2,weekend,has drank water,1,in winter,0,Male,3.73
36913,1,weekend,has drank water,1,in winter,63,Female,0
36913,2,,,,in winter,63,Female,0
36914,1,weekday,,5,not in winter,10,Male,1.12
36914,2,,,,not in winter,10,Male,1.12
36915,1,weekday,not drank water,5,in winter,41,Male,.62
36915,2,weekend,not drank water,1,in winter,41,Male,.62
36916,1,weekday,has drank water,6,in winter,40,Male,2.75
36916,2,weekday,has drank water,2,in winter,40,Male,2.75
36917,1,weekday,has drank water,6,not in winter,40,Female,.94999999
36917,2,weekday,has drank water,4,not in winter,40,Female,.94999999
36918,1,weekday,has drank water,5,not in winter,85,Male,.81999999
36918,2,weekday,has drank water,6,not in winter,85,Male,.81999999
36919,1,weekend,not drank water,1,in winter,10,Female,.56
36919,2,weekday,has drank water,2,in winter,10,Female,.56
36920,1,weekday,has drank water,3,in winter,15,Male,3.1199999
36920,2,weekday,has drank water,2,in winter,15,Male,3.1199999
36922,1,weekend,not drank water,1,in winter,17,Female,1.13
36922,2,weekday,has drank water,4,in winter,17,Female,1.13
36923,1,weekday,not drank water,5,in winter,82,Male,2.45
36923,2,weekday,not drank water,4,in winter,82,Male,2.45
36924,1,weekday,not drank water,6,not in winter,14,Male,3.3099999
36924,2,weekend,has drank water,1,not in winter,14,Male,3.3099999
36925,1,weekday,has drank water,6,not in winter,25,Female,1.74
36925,2,weekday,has drank water,4,not in winter,25,Female,1.74
36926,1,weekday,has drank water,4,in winter,37,Female,.85000002
36926,2,weekend,has drank water,7,in winter,37,Female,.85000002
36927,1,weekday,has drank water,2,in winter,17,Female,1.55
36927,2,weekend,has drank water,1,in winter,17,Female,1.55
36928,1,weekend,has drank water,7,not in winter,7,Male,1.77
36928,2,weekday,has drank water,4,not in winter,7,Male,1.77
36929,1,weekday,has drank water,6,not in winter,14,Male,
36929,2,weekday,has drank water,2,not in winter,14,Male,
36930,1,,,,not in winter,2,Female,
36930,2,,,,not in winter,2,Female,
36931,1,weekday,has drank water,4,not in winter,81,Male,1.22
36931,2,weekday,has drank water,3,not in winter,81,Male,1.22
36932,1,weekend,has drank water,7,not in winter,85,Female,5
36932,2,weekday,has drank water,6,not in winter,85,Female,5
36933,1,weekday,has drank water,6,in winter,8,Female,.31
36933,2,weekday,has drank water,2,in winter,8,Female,.31
36934,1,weekday,has drank water,5,not in winter,33,Female,1.84
36934,2,weekday,not drank water,2,not in winter,33,Female,1.84
36935,1,weekend,has drank water,7,in winter,34,Female,3.6199999
36935,2,weekday,has drank water,3,in winter,34,Female,3.6199999
36936,1,weekday,not drank water,6,in winter,1,Female,.49000001
36936,2,weekday,not drank water,3,in winter,1,Female,.49000001
36937,1,weekday,has drank water,6,in winter,17,Female,.57999998
36937,2,weekday,has drank water,4,in winter,17,Female,.57999998
36938,1,weekend,not drank water,7,in winter,0,Female,1.29
36938,2,weekday,has drank water,4,in winter,0,Female,1.29
36939,1,weekday,has drank water,6,in winter,12,Female,2.25
36939,2,weekday,has drank water,3,in winter,12,Female,2.25
36940,1,weekday,not drank water,3,not in winter,79,Female,2.9300001
36940,2,weekend,has drank water,1,not in winter,79,Female,2.9300001
36941,1,weekday,has drank water,6,in winter,66,Female,2
36941,2,weekend,has drank water,1,in winter,66,Female,2
36942,1,weekday,has drank water,4,not in winter,3,Female,.44
36942,2,,,,not in winter,3,Female,.44
36943,1,weekday,has drank water,2,in winter,8,Female,2.6500001
36943,2,weekend,not drank water,1,in winter,8,Female,2.6500001
36944,1,weekday,has drank water,2,not in winter,26,Male,
36944,2,weekday,not drank water,5,not in winter,26,Male,
36945,1,weekend,not drank water,1,not in winter,16,Male,1.51
36945,2,,,,not in winter,16,Male,1.51
36946,1,weekday,has drank water,6,not in winter,32,Female,5
36946,2,,,,not in winter,32,Female,5
36947,1,weekday,has drank water,3,in winter,85,Female,.75999999
36947,2,weekend,has drank water,1,in winter,85,Female,.75999999
36948,1,weekday,has drank water,4,not in winter,3,Male,2.6900001
36948,2,weekend,has drank water,7,not in winter,3,Male,2.6900001
36950,1,weekend,has drank water,1,in winter,67,Male,1.45
36950,2,weekday,has drank water,6,in winter,67,Male,1.45
36951,1,weekday,has drank water,6,not in winter,12,Female,5
36951,2,weekday,not drank water,6,not in winter,12,Female,5
36952,1,weekday,has drank water,6,not in winter,78,Male,1.89
36952,2,weekday,has drank water,2,not in winter,78,Male,1.89
36953,1,weekend,not drank water,7,not in winter,9,Male,1.77
36953,2,weekday,has drank water,4,not in winter,9,Male,1.77
36954,1,weekend,has drank water,1,not in winter,13,Male,1.33
36954,2,weekday,not drank water,2,not in winter,13,Male,1.33
36955,1,weekend,has drank water,1,in winter,25,Male,4.9099998
36955,2,weekday,not drank water,5,in winter,25,Male,4.9099998
36956,1,weekend,has drank water,7,in winter,19,Male,2.8800001
36956,2,weekday,has drank water,4,in winter,19,Male,2.8800001
36957,1,weekday,has drank water,5,in winter,72,Female,1.5599999
36957,2,weekday,has drank water,2,in winter,72,Female,1.5599999
36958,1,weekday,has drank water,2,not in winter,2,Female,4.48
36958,2,weekday,has drank water,6,not in winter,2,Female,4.48
36959,1,weekend,has drank water,1,not in winter,80,Male,1.14
36959,2,weekday,has drank water,5,not in winter,80,Male,1.14
36960,1,,,,in winter,8,Male,1.39
36960,2,,,,in winter,8,Male,1.39
36961,1,weekday,not drank water,5,in winter,19,Female,.16
36961,2,weekday,has drank water,3,in winter,19,Female,.16
36962,1,weekday,has drank water,4,in winter,19,Male,.51999998
36962,2,weekday,has drank water,3,in winter,19,Male,.51999998
36963,1,weekday,has drank water,6,not in winter,51,Female,4.5
36963,2,,,,not in winter,51,Female,4.5
36964,1,weekend,not drank water,7,in winter,9,Male,1.24
36964,2,weekend,not drank water,1,in winter,9,Male,1.24
36965,1,weekend,not drank water,7,in winter,33,Male,2.25
36965,2,weekday,not drank water,4,in winter,33,Male,2.25
36966,1,weekday,not drank water,6,not in winter,13,Female,2.5
36966,2,weekday,not drank water,5,not in winter,13,Female,2.5
36967,1,weekend,has drank water,1,not in winter,13,Female,3.75
36967,2,weekday,not drank water,2,not in winter,13,Female,3.75
36968,1,weekend,not drank water,1,in winter,0,Male,4.9699998
36968,2,weekday,not drank water,4,in winter,0,Male,4.9699998
36969,1,weekend,not drank water,7,not in winter,39,Male,2.1800001
36969,2,weekday,has drank water,3,not in winter,39,Male,2.1800001
36970,1,weekend,has drank water,7,in winter,8,Female,2.8800001
36970,2,weekend,has drank water,1,in winter,8,Female,2.8800001
36971,1,weekday,not drank water,4,not in winter,60,Female,2.26
36971,2,weekday,not drank water,3,not in winter,60,Female,2.26
36972,1,weekend,has drank water,7,not in winter,4,Male,.62
36972,2,weekend,not drank water,1,not in winter,4,Male,.62
36973,1,weekday,,4,in winter,12,Female,2
36973,2,,,,in winter,12,Female,2
36974,1,weekday,has drank water,6,not in winter,65,Male,1.15
36974,2,weekday,has drank water,2,not in winter,65,Male,1.15
36975,1,weekday,has drank water,6,not in winter,75,Male,5
36975,2,weekday,not drank water,5,not in winter,75,Male,5
36976,1,weekend,not drank water,7,in winter,20,Female,.38
36976,2,weekday,not drank water,3,in winter,20,Female,.38
36977,1,weekday,has drank water,6,in winter,60,Male,2.3399999
36977,2,weekday,has drank water,3,in winter,60,Male,2.3399999
36978,1,weekday,not drank water,6,not in winter,67,Female,3.1099999
36978,2,weekday,has drank water,2,not in winter,67,Female,3.1099999
36979,1,weekday,,6,in winter,1,Male,1.65
36979,2,,,,in winter,1,Male,1.65
36980,1,weekday,has drank water,6,in winter,59,Female,.1
36980,2,weekend,has drank water,1,in winter,59,Female,.1
36981,1,weekday,has drank water,2,in winter,65,Male,1.77
36981,2,weekday,has drank water,5,in winter,65,Male,1.77
36982,1,weekend,has drank water,1,not in winter,0,Male,5
36982,2,,,,not in winter,0,Male,5
36983,1,weekday,not drank water,5,in winter,5,Male,2.75
36983,2,weekday,not drank water,6,in winter,5,Male,2.75
36984,1,weekday,has drank water,4,not in winter,38,Male,1.25
36984,2,weekday,has drank water,5,not in winter,38,Male,1.25
36985,1,weekday,has drank water,6,not in winter,6,Male,1.1900001
36985,2,,,,not in winter,6,Male,1.1900001
36986,1,weekday,not drank water,5,in winter,50,Female,1.5599999
36986,2,weekend,has drank water,1,in winter,50,Female,1.5599999
36987,1,weekend,not drank water,1,not in winter,40,Female,4.6999998
36987,2,weekday,has drank water,2,not in winter,40,Female,4.6999998
36988,1,weekday,has drank water,6,not in winter,7,Female,2.48
36988,2,weekday,has drank water,2,not in winter,7,Female,2.48
36989,1,weekday,not drank water,4,in winter,1,Female,.87
36989,2,weekday,not drank water,3,in winter,1,Female,.87
36990,1,weekend,not drank water,1,in winter,0,Male,1.5700001
36990,2,weekday,not drank water,3,in winter,0,Male,1.5700001
36991,1,weekday,has drank water,2,in winter,15,Male,1.6
36991,2,weekday,has drank water,6,in winter,15,Male,1.6
36992,1,weekday,has drank water,6,not in winter,49,Female,2.8800001
36992,2,weekend,has drank water,1,not in winter,49,Female,2.8800001
36993,1,weekend,has drank water,1,not in winter,23,Male,1.12
36993,2,weekday,has drank water,2,not in winter,23,Male,1.12
36994,1,weekend,has drank water,1,in winter,13,Female,3.4200001
36994,2,weekday,not drank water,3,in winter,13,Female,3.4200001
36995,1,weekday,has drank water,6,not in winter,45,Male,5
36995,2,weekday,has drank water,2,not in winter,45,Male,5
36996,1,weekend,has drank water,7,in winter,18,Male,5
36996,2,weekday,has drank water,2,in winter,18,Male,5
36997,1,weekday,has drank water,6,not in winter,0,Female,
36997,2,weekday,has drank water,2,not in winter,0,Female,
36998,1,weekend,has drank water,1,not in winter,55,Female,5
36998,2,weekday,has drank water,3,not in winter,55,Female,5
36999,1,weekday,not drank water,6,in winter,8,Female,3.6199999
36999,2,weekend,not drank water,1,in winter,8,Female,3.6199999
37000,1,weekday,has drank water,6,not in winter,9,Female,1.9299999
37000,2,weekday,has drank water,6,not in winter,9,Female,1.9299999
37001,1,weekday,not drank water,6,not in winter,32,Female,2.8
37001,2,weekday,not drank water,2,not in winter,32,Female,2.8
37002,1,weekend,not drank water,7,in winter,23,Male,3.8699999
37002,2,,,,in winter,23,Male,3.8699999
37003,1,weekend,not drank water,7,not in winter,0,Male,.75
37003,2,,,,not in winter,0,Male,.75
37004,1,weekday,has drank water,6,in winter,0,Female,2.95
37004,2,weekday,not drank water,2,in winter,0,Female,2.95
37006,1,weekday,has drank water,2,not in winter,29,Male,1
37006,2,weekday,has drank water,6,not in winter,29,Male,1
37007,1,weekday,has drank water,6,not in winter,81,Male,5
37007,2,weekday,has drank water,3,not in winter,81,Male,5
37008,1,weekday,has drank water,6,in winter,2,Male,.64999998
37008,2,weekday,has drank water,4,in winter,2,Male,.64999998
37009,1,weekend,not drank water,1,not in winter,1,Female,2.78
37009,2,weekday,has drank water,4,not in winter,1,Female,2.78
37010,1,weekday,not drank water,4,in winter,11,Male,1.49
37010,2,weekday,has drank water,3,in winter,11,Male,1.49
37011,1,weekday,has drank water,6,in winter,2,Female,.64999998
37011,2,weekday,has drank water,2,in winter,2,Female,.64999998
37012,1,weekday,has drank water,4,in winter,60,Female,5
37012,2,weekend,has drank water,1,in winter,60,Female,5
37013,1,weekend,not drank water,7,not in winter,2,Male,1.87
37013,2,,,,not in winter,2,Male,1.87
37014,1,,,,in winter,77,Male,5
37014,2,,,,in winter,77,Male,5
37015,1,weekend,not drank water,1,not in winter,0,Female,1.39
37015,2,weekday,not drank water,2,not in winter,0,Female,1.39
37017,1,weekday,not drank water,6,not in winter,5,Female,5
37017,2,weekday,has drank water,2,not in winter,5,Female,5
37018,1,weekday,has drank water,6,not in winter,6,Female,1.2
37018,2,weekday,has drank water,3,not in winter,6,Female,1.2
37019,1,weekend,has drank water,1,in winter,15,Female,2.99
37019,2,weekday,has drank water,4,in winter,15,Female,2.99
37020,1,weekend,has drank water,1,in winter,43,Female,4.5500002
37020,2,weekday,has drank water,3,in winter,43,Female,4.5500002
37021,1,weekend,has drank water,7,in winter,24,Male,.94999999
37021,2,weekend,not drank water,1,in winter,24,Male,.94999999
37022,1,weekend,has drank water,7,not in winter,17,Female,2.8
37022,2,weekend,has drank water,1,not in winter,17,Female,2.8
37023,1,weekend,has drank water,1,not in winter,39,Female,4.5999999
37023,2,weekday,has drank water,4,not in winter,39,Female,4.5999999
37024,1,weekend,has drank water,7,in winter,0,Male,1.2
37024,2,weekday,not drank water,3,in winter,0,Male,1.2
37025,1,weekend,has drank water,1,not in winter,83,Male,1.64
37025,2,weekday,has drank water,5,not in winter,83,Male,1.64
37026,1,weekend,not drank water,7,not in winter,9,Male,.56
37026,2,weekday,not drank water,3,not in winter,9,Male,.56
37027,1,weekend,has drank water,7,not in winter,59,Female,2.49
37027,2,weekend,has drank water,1,not in winter,59,Female,2.49
37028,1,weekday,has drank water,6,not in winter,41,Male,
37028,2,weekday,has drank water,3,not in winter,41,Male,
37029,1,weekend,not drank water,1,not in winter,0,Female,.75
37029,2,weekday,not drank water,4,not in winter,0,Female,.75
37030,1,weekend,has drank water,7,in winter,62,Male,1.17
37030,2,weekday,has drank water,2,in winter,62,Male,1.17
37031,1,weekend,has drank water,1,in winter,53,Female,5
37031,2,weekday,has drank water,4,in winter,53,Female,5
37033,1,weekday,has drank water,5,not in winter,70,Male,4.6500001
37033,2,weekday,has drank water,2,not in winter,70,Male,4.6500001
37034,1,weekend,has drank water,1,not in winter,35,Male,2.4000001
37034,2,weekday,has drank water,2,not in winter,35,Male,2.4000001
37035,1,weekday,has drank water,6,not in winter,14,Male,2.3499999
37035,2,weekday,has drank water,3,not in winter,14,Male,2.3499999
37036,1,weekday,has drank water,6,in winter,57,Female,
37036,2,weekday,has drank water,4,in winter,57,Female,
37037,1,weekday,has drank water,6,not in winter,29,Female,4.5500002
37037,2,weekday,has drank water,2,not in winter,29,Female,4.5500002
37038,1,weekend,not drank water,1,in winter,49,Male,4.0799999
37038,2,weekday,not drank water,5,in winter,49,Male,4.0799999
37039,1,weekday,has drank water,6,not in winter,85,Female,.94999999
37039,2,weekday,has drank water,4,not in winter,85,Female,.94999999
37040,1,weekday,has drank water,4,in winter,51,Female,.91000003
37040,2,weekday,has drank water,4,in winter,51,Female,.91000003
37041,1,weekday,has drank water,4,not in winter,15,Male,3.6300001
37041,2,weekday,not drank water,2,not in winter,15,Male,3.6300001
37042,1,weekend,has drank water,1,not in winter,3,Male,5
37042,2,weekday,has drank water,6,not in winter,3,Male,5
37044,1,weekend,not drank water,1,not in winter,0,Male,.31
37044,2,weekday,not drank water,4,not in winter,0,Male,.31
37045,1,weekend,has drank water,7,not in winter,12,Female,1.34
37045,2,weekday,has drank water,5,not in winter,12,Female,1.34
37046,1,weekday,has drank water,4,in winter,45,Female,3.1099999
37046,2,weekend,has drank water,1,in winter,45,Female,3.1099999
37047,1,weekday,has drank water,3,in winter,84,Male,2.71
37047,2,weekday,has drank water,2,in winter,84,Male,2.71
37048,1,weekday,not drank water,2,not in winter,52,Female,1.6900001
37048,2,weekday,not drank water,6,not in winter,52,Female,1.6900001
37049,1,weekday,has drank water,5,not in winter,70,Female,5
37049,2,weekday,has drank water,4,not in winter,70,Female,5
37050,1,weekday,has drank water,3,in winter,69,Male,.73000002
37050,2,weekday,has drank water,2,in winter,69,Male,.73000002
37051,1,,,,in winter,22,Female,1.4299999
37051,2,,,,in winter,22,Female,1.4299999
37052,1,weekday,has drank water,6,not in winter,13,Female,
37052,2,weekday,has drank water,4,not in winter,13,Female,
37053,1,weekday,has drank water,6,not in winter,8,Female,.95999998
37053,2,weekend,has drank water,1,not in winter,8,Female,.95999998
37054,1,weekday,has drank water,4,in winter,16,Male,
37054,2,weekday,has drank water,3,in winter,16,Male,
37055,1,weekday,has drank water,6,in winter,12,Male,1.55
37055,2,weekday,has drank water,2,in winter,12,Male,1.55
37056,1,weekday,has drank water,6,not in winter,45,Male,.95999998
37056,2,weekend,has drank water,1,not in winter,45,Male,.95999998
37057,1,weekday,has drank water,5,not in winter,71,Male,3.79
37057,2,weekday,not drank water,2,not in winter,71,Male,3.79
37058,1,,,,not in winter,5,Male,
37058,2,,,,not in winter,5,Male,
